,ASIN,タイトル,価格,説明,URL,サムネイルURLs
138,B008MIV970,Vintec AHU-Vintec,6800.0,,https://https://www.amazon.co.jp/dp/B008MIV970,['https://m.media-amazon.com/images/I/41KeM0GnrsL.jpg']
139,B0983PFQ1K,Frcolor 1Pcアイスバッグポータブルインスリン冷蔵庫ボックスインスリンクーラーインスリンケース (ネイビー),1919.0,説明アイスバッグポータブルインスリン冷蔵庫ボックスインスリンクーラーインスリンケース 機能色: ネイビー;-材料: オックスフォード布;-サイズ: 20。 00X7。 50X3。 00センチメートル;7。86X2。 95X1。 18in;含むパッケージ1 × インスリンケース,https://https://www.amazon.co.jp/dp/B0983PFQ1K,"['https://m.media-amazon.com/images/I/41T3jo52mhS.jpg', 'https://m.media-amazon.com/images/I/518PTkiF6hS.jpg', 'https://m.media-amazon.com/images/I/51cCGOXPUAS.jpg', 'https://m.media-amazon.com/images/I/51LcgIp4UMS.jpg', 'https://m.media-amazon.com/images/I/51ZJ8i4WaXS.jpg', 'https://m.media-amazon.com/images/I/51egWO3GzXS.jpg', 'https://m.media-amazon.com/images/I/41ZF24wrRGS.jpg', 'https://m.media-amazon.com/images/I/51uv8oVcBvS.jpg', 'https://m.media-amazon.com/images/I/51uIevUwU9S.jpg']"
140,B08HRMSR9N,ユニバーサル430ステンレス鋼シャンパンワインボトルストッパースパークリングワインボトルプラグシーラー保存バーツール,100.0,"Features:Food grade stainless steel 430 construction, no rust.Smooth and glossy surface, full of metal texture.Great sealing ability, helping you preserve your wine for longer time.Necessary tool for your wine collection, also wonderful gift for wine lovers.   Reusable, can be used for your drinks again and again.Description:Can be stored with the bottle in the fridgeMade from high quality stainless steelEasy to cleanDishwasher safeSpecification:Material: 430 stainless steelColor: silverySize: 30*30*50mmPackage included:1 x wine bottle stopper    ",https://https://www.amazon.co.jp/dp/B08HRMSR9N,"['https://m.media-amazon.com/images/I/31De1L14cGL.jpg', 'https://m.media-amazon.com/images/I/41K3Yqhrh3L.jpg', 'https://m.media-amazon.com/images/I/41BRFZQrcML.jpg', 'https://m.media-amazon.com/images/I/41v9YiojXlL.jpg', 'https://m.media-amazon.com/images/I/51YLK7+qBNL.jpg', 'https://m.media-amazon.com/images/I/51UQn3wNVzL.jpg', 'https://m.media-amazon.com/images/I/312HPte-WwL.jpg', 'https://m.media-amazon.com/images/I/41gw8fAHX0L.jpg', 'https://m.media-amazon.com/images/I/41D8k3-l0VL.jpg']"
141,B00XDKGETA,フォルスタージャパン ワインセラー ロングフレッシュ ST-NV271 B(ブラウン) 70本収納 日本製,407995.0,◆ロングフレッシュだけの「加湿循環法式」でカーヴを再現上下2か所の通気孔で新しい空気を吸入し、庫内空気を排出させる「空気交換システム」で庫内の空気は常にフレッシュ。また空気中の水分を取り込むことで、高湿度を維持します。◆手間いらずで高湿度をキープロングフレッシュは、絶えず外気から水分を取り込んでいるので、手間がかからず安定した高湿度を維持します。また周りの環境が高湿度の時は室内温度もそれに伴い上昇しますので、ロングフレッシュには他のワインセラーにはない湿度を抑える「湿度切替スイッチ」が搭載されています。◆新採用のLED照明照明は新たにLEDを採用し、省エネはもちろん、庫内をより明るくディスプレイします。◆防振処理冷却用コンプレッサーは静音仕様を採用し、更にマウント部分には防振処理を施しています。◆警報システムセンサーに異常が生じた場合、もしくは庫内温度が安定維持できなくなった際には、警報ブザーとLEDの表示でお知らせします。◆様々なボトルを収納可能シャンパンタイプの太いボトルや、ドイツワインなどの長いボトルも収納できます（～35cm程度）。◆鍵付きワインの管理や不用意な扉の開きを防ぐ鍵付き。　／　★離島、山間部、一部遠隔地はご注文をお受けできません。,https://https://www.amazon.co.jp/dp/B00XDKGETA,['https://m.media-amazon.com/images/I/31msNiJKsVL.jpg']
142,B07D28LZVJ,魔法のレンジジェル 4Ｌ,3465.0,液だれし難い動植物油脂用増粘超強力洗浄剤 お客様のご要望の声から発売された製品で洗浄し難い厨房のダクトや壁面に滞留して 効果的に汚れを落とします。頑固な油汚れに塗置きしてください。 厨房全般、キッチン、レンジ周り、その他の油汚れ用。,https://https://www.amazon.co.jp/dp/B07D28LZVJ,"['https://m.media-amazon.com/images/I/31yuD3ICQiL.jpg', 'https://m.media-amazon.com/images/I/51ferRKnjtL.jpg']"
143,B01D2J6K6S,シャンブレアプレミアム60 PROF100-L (左ヒンジ) 6015L,504000.0,●ドイツが誇る最上級のワインセラー。●精密な温度管理はNo.1.抜群の精度を誇る温度センサーがわずかな温度変化も察知。ハイクラスのワインセラーならではの様々な機能が大切なワインを守ります。●抜群の省エネ性。国内セラーで唯一、厳しいEUのエコ基準でAランクを取得。消費電力は従来のモデルに比べて半分以下になりました。●丈夫なステンレス製ラック。ステンレス製ラックは、木製のラックより上部でたわみにくく、湿度の高いセラーにおいてカビやバクテリアの発生のリスクも抑えます。●積み重ねができる、国内雄一のセラー。プレミアム60は重ね置きができる希少な機種で、他にはない唯一無二のセラーです。数台並べれば、赤用、白用など温度設定を使い分けできます。●インテリアに調和するデザイン。ヘアラインが美しいマットな質感のステンレスのシャンブレア　プレミアムセラーは、さまざまな照明や、壁紙、家具の色調など、場所を選ばず、どんなインテリアにも馴染みます。,https://https://www.amazon.co.jp/dp/B01D2J6K6S,"['https://m.media-amazon.com/images/I/516Em94d5uL.jpg', 'https://m.media-amazon.com/images/I/41ha97VEDeL.jpg', 'https://m.media-amazon.com/images/I/31YOQlA2D8L.jpg']"
144,B01LWSRFDB,(エム.モゥブレィ) M.MOWBRAY 靴用乳化性クリーム ライトブラウン,990.0,商品情報 商品名 M.MOWBRAY 靴用乳化性クリーム 【エム.モゥブレィ】 カラー LIGHT BROWN 【ライトブラウン】 トリッカーズACORN ANTIQUEなどの明るめのブラウン系高級紳士靴のお手入れにおススメです。 色番 #6 商品説明 革に必要な栄養分を与えてくれる乳化性クリームは高級革靴のお手入れには不可欠。数ある靴用乳化性クリームの中 から選んだのはエム.モゥブレィのシュークリーム。 エム.モゥブレィのシュークリームは歴史が長く、文化として根付いているヨーロッパの伝統的製法とノウハウを今に伝える本格的靴クリームです。 このシュークリームの特長は優れた浸透性により、潤いと栄養を与え、靴を長持ちさせる高い品質にあります。そして、同時に重厚感のある光沢、シルキータッチなな めらかさと伸び、しっかりとした補色力といった使用感のよさとフィニッシュ(仕上り)が、プロや愛好家に支持され人気を博している理由です。 製造は熟練の職人によって調合がなされ、さらにビンへの充てんも1つ1つ彼らの厳しい目でチェックをしながら丁寧に行われています。キャップを空けた時、クリーム それぞれの表情が違う、手づくりのぬくもりと感覚もエム.モゥブレィの魅力のひとつ。純粋に「靴を大切にして欲しい」とう職人たちの気持ちが、このクリームに込められ ていることが実感できるはずです。,https://https://www.amazon.co.jp/dp/B01LWSRFDB,"['https://m.media-amazon.com/images/I/51b9NBax3IL.jpg', 'https://m.media-amazon.com/images/I/41Sm+5ub1OL.jpg']"
145,B01L8IYHRY,三ツ星貿易 電子式ワインセラー 48L 12本収納 ブラック MLY-48CE,42000.0,素敵なワインライフを実現!ワインにやさしい優れた機能■LEDランプ搭載■〔電子式(ペルチェ)〕コンプレッサーやファンを使わないことにより音、振動なしを実現。15℃一定管理設定により、大切なワインの熟成にも。,https://https://www.amazon.co.jp/dp/B01L8IYHRY,"['https://m.media-amazon.com/images/I/313g6PFC+TL.jpg', 'https://m.media-amazon.com/images/I/51A-D2Mv1hL.jpg']"
146,B08TR4HRRC,スヌーピーメイト スクエア保冷温バッグ (ブルー),870.0,■サイズ：200×220×110mm ■荷　姿：透明袋入り ■材　質：表/ポリエステル、内/アルミニウム・PE,https://https://www.amazon.co.jp/dp/B08TR4HRRC,"['https://m.media-amazon.com/images/I/41kVkljgJDL.jpg', 'https://m.media-amazon.com/images/I/31lOGKMdW1L.jpg', 'https://m.media-amazon.com/images/I/51MgXXbOd+L.jpg']"
147,B07DBZVXRK,ワインセラー　ファンヴィーノ70　SW-75　左開き　6103　【代引き不可】【北海道・沖縄地区は発送不可】,162800.0,このサイズで大容量！シンプルデザインのワインセラーです<br><br>最大収納本数７０本<br>[サイズ] 幅：595mm 奥行：640mm 高さ：1035mm<br>素材：鉄､ABS樹脂､アクリルガラス,https://https://www.amazon.co.jp/dp/B07DBZVXRK,['https://m.media-amazon.com/images/I/41JAlbHXMKL.jpg']
148,B07B9WF4ZC,日立(HITACHI) イグニッションコイル U15D03-COIL,5300.0,【対応純正品番】,https://https://www.amazon.co.jp/dp/B07B9WF4ZC,['https://m.media-amazon.com/images/I/31Ybq4ysUML.jpg']
149,B08K2N9ZLM,PlusQ/プラスキュー ワインセラー DWC-031C / DWC-053C 専用木製棚(OP-2),3300.0,,https://https://www.amazon.co.jp/dp/B08K2N9ZLM,['https://m.media-amazon.com/images/I/41LPhpnUEJL.jpg']
150,B0897RHC48,ハモサ HERMOSA アルメリアシャンデリア GL-005 [並行輸入品],41800.0,グラスの中でキャンドルが灯っているかのようなハイクオリティなデザインが魅力。装飾ガラスとウッドが高級感あるアンティークな空間を演出します。五角形を描いたシンプルな灯りなので、シャンデリアといっても決して派手ではなく、落ち着いた上品さがあります。,https://https://www.amazon.co.jp/dp/B0897RHC48,"['https://m.media-amazon.com/images/I/31qk+5sTo1L.jpg', 'https://m.media-amazon.com/images/I/31e0tmvbeiL.jpg', 'https://m.media-amazon.com/images/I/41N2PWFgn-L.jpg']"
151,B086QH39RJ,電子ブックカバー、ジェンシフペーパーホワイトウォーターセーフファブリックカバーケースバッグ、6インチタブレット用ポータブルフェルトキャリングポーチ保護カバータブレットスマートフォンEリーダーEブックプレミアムレザーマグネティック,399.0,Friend️フレンドリーなリマインダー： *配送時間を節約し、荷物を確実に受け取れるようにするには、名前、住所（国、都道府県、都市名、通り）、電話番号、郵便番号などの連絡先情報を残してください。 また、お客様の個人情報を保護することをお約束します-オンラインストアチーム。 ※物流、天候、税関等の不可抗力により、商品が遅れる場合がございます。数日お待ちください。 理解していただきありがとうございます。 写真の色は参考用です。 写真機材の違い、画面の違い、照明の違いなど、本物の商品とは多少の違いがあります。 あなたの理解を得ることを願っています。 *手動測定のため、1〜3cmのずれを許容してください。 中国から商品を発送するため、配送には25〜35日かかります。 ※長距離輸送の場合、パッケージに不良が発生する場合がございます。 心配しないでください、私たちはあなたに最高のサービスを提供するために全力を尽くします。,https://https://www.amazon.co.jp/dp/B086QH39RJ,"['https://m.media-amazon.com/images/I/41cug-IZ14L.jpg', 'https://m.media-amazon.com/images/I/51Cg2hH0SQL.jpg', 'https://m.media-amazon.com/images/I/51uPCM2cg0L.jpg', 'https://m.media-amazon.com/images/I/31WjVT4SpYL.jpg', 'https://m.media-amazon.com/images/I/610cIK8tUnL.jpg', 'https://m.media-amazon.com/images/I/51xCqcIV6wL.jpg', 'https://m.media-amazon.com/images/I/31lcltN2yaL.jpg']"
152,B086QHCZNW,ターコイズブレスレット、Genciffレディースブレスレットハンドメイドパールビーズカフバングルブレスレットターコイズフィッシュ魚座ゾディアックチャームビーズストレッチブレスレットヨギシルバーメッキ合金,119.0,Friend️フレンドリーなリマインダー： 配送時間を節約し、パッケージを確実に受け取るために、名前、住所（国、都道府県、都市名、通り）、電話番号、郵便番号などの連絡先情報を残してください。 また、お客様の個人情報を保護することをお約束します-オンラインストアチーム。 物流、天候、税関等の不可抗力により、商品が遅れる場合がございます。数日お待ちください。 理解していただきありがとうございます。 写真の色は参考用です。 写真機材の違い、画面の違い、照明の違いなど、本物の商品とは多少の違いがあります。 あなたの理解を得ることを願っています。 手作業による測定のため、1〜3cmのずれを許容してください。 中国から商品を発送するため、配送には25〜35日かかります。 長距離輸送の場合、必然的にパッケージに欠陥があるように見えることがあります。 心配しないでください、私たちはあなたに最高のサービスを提供するために全力を尽くします。,https://https://www.amazon.co.jp/dp/B086QHCZNW,"['https://m.media-amazon.com/images/I/41q6wijFFRL.jpg', 'https://m.media-amazon.com/images/I/51d9hglPccL.jpg', 'https://m.media-amazon.com/images/I/51nNs1yCsoL.jpg', 'https://m.media-amazon.com/images/I/51J9BebGHlL.jpg', 'https://m.media-amazon.com/images/I/51Jw9pel2DL.jpg', 'https://m.media-amazon.com/images/I/51VLBKuvf-L.jpg', 'https://m.media-amazon.com/images/I/41yo4u1qfOL.jpg', 'https://m.media-amazon.com/images/I/51NLl22zchL.jpg']"
153,B005X97OHA,Dometic最小ポータブル冷凍庫/冷蔵庫 10.5 Capacity Liters CDF-11,53783.0,【小さいけど、パワフル冷却】 小型コンプレッサーを採用することで、軽量で持ち運びしやすいクーリングボックスが誕生しました。 キャリーストラップを取り付けて、どこへでも手軽に連れ出すことができます。 また、スリム設計のため置き場所や収納場所にも困りません。 冷却能力の高さも魅力のひとつです。 周囲環境温度の影響を受けづらく、最小限の電力で最高マイナス18℃までの冷却を可能。 CDF11は、DC12/24Vで気軽に使えるポータブル冷凍庫 / 冷蔵庫です。 バッテリーモニター機能 車内のDC電源に接続している時、搭載バッテリーの過度な放電を防止するため、 3段階でバッテリーをモニタリングし、設定に応じて自動的に電源をOFFします。  簡単取り付け 車のシートベルトを使って簡単にシートに取り付けることができます。,https://https://www.amazon.co.jp/dp/B005X97OHA,"['https://m.media-amazon.com/images/I/413h+CPP4JL.jpg', 'https://m.media-amazon.com/images/I/41vP7l1G8KL.jpg', 'https://m.media-amazon.com/images/I/41ycacwxTCL.jpg', 'https://m.media-amazon.com/images/I/41vAdVv2HSL.jpg']"
154,B077TRSKXT,ワインセラー ファンビーノ28 コンプレッサー式 スリム設計 最大28本収納 SW-28A,87780.0,●冷却能力の高い「ハイパワーコンプレッサー」を搭載。●スリム設計で省スペースに設置可能。●シンプル操作の温度設定。●ワインが取り出しやすい木製スライドラック。●ワインが美しく見える全面UVカット二重ガラス扉。●セラー内壁にオリジナルエンボス加工を施し庫内の水分を逃さずキャッチします。●棚をはずして縦置きも可能。飲みかけのワインに栓をしたまま保管もできます。,https://https://www.amazon.co.jp/dp/B077TRSKXT,"['https://m.media-amazon.com/images/I/41ue82uxlaL.jpg', 'https://m.media-amazon.com/images/I/51UmHcc1FCL.jpg', 'https://m.media-amazon.com/images/I/31uhJsJFglL.jpg', 'https://m.media-amazon.com/images/I/41jwFjJiXFL.jpg']"
155,B07K3SMDWR,[イーグルクリーク] ギアウォーリアー 34 ギアウォーリアーキャスターシリーズ 112L 86 cm 3.67kg アークティックブルー,61738.0,商品紹介      イーグルクリーク ギアウォーリアーは優れた耐久性を併せ持ったソフトキャスターです。外側にバンジーコードを利用してハーフヘルメットなどギアが取付可能で、外部の多くのラッシュポイントなど、トラベルのみでなくアウトドアシーンのギアキャリーとしての使い勝手にも優れています。      ブランド紹介      世界のすべての旅人のために、米国、カリフォルニア州サンジャント山脈の街でスティーブ・ベーカーと妻のノナが、クライミングのメッカである南カリフォルニアのアイレルワイルドに、マウンテニアリングショップ「Mountain People」を開店したのは1972年のことでした。彼らはそこで登山用具を販売し、またクライミングを教え、さらに顧客からの注文で登山用パックを作り「Mountain People」のブランド名で販売していました。これがEagleCreek ( イーグルクリーク )社の前身です。1975年「Mountain People」を閉店したスティーブとノナはパック製造に専念することにしました。会社は「EagleCreek ( イーグルクリーク )」と名付けられ、カリフォルニア州サンディエゴのソラノビーチの広さ約140平方メートルの倉庫で生産が開始されました。,https://https://www.amazon.co.jp/dp/B07K3SMDWR,"['https://m.media-amazon.com/images/I/41i1u9lgnDL.jpg', 'https://m.media-amazon.com/images/I/41O4AGdBu2L.jpg', 'https://m.media-amazon.com/images/I/41zURTWSBNL.jpg', 'https://m.media-amazon.com/images/I/41PwhcsJ5xL.jpg', 'https://m.media-amazon.com/images/I/41ilgTQBn6L.jpg', 'https://m.media-amazon.com/images/I/51+5jNGEqfL.jpg', 'https://m.media-amazon.com/images/I/51ylX7AtKDL.jpg', 'https://m.media-amazon.com/images/I/51Z-hywewsL.jpg', 'https://m.media-amazon.com/images/I/51iGEN5KIYL.jpg', 'https://m.media-amazon.com/images/I/51TsKjSg7VL.jpg']"
156,B0815VWRWT,EdgeStar CWR1102DZ 101ボトル 24インチ 内蔵デュアルゾーン ワインクーラー CWR1102DZ,397644.0,EdgeStar 101ボトル内蔵デュアルゾーンワインクーラー(CWR1102DZ)で、赤と白ワインの両方を最適な温度に保ってください。 このワインクーラーは、標準的な750 mlのワインボトルを101本まで入れられます。保管、ゲストを楽しむ、パーティーに最適です。 ステンレス スチール トリム、色付け、二重 ガラス ドアは、ドアを開けずにワインを見ることができ、冷気をすべて冷気を入れてエネルギー効率がよく、ワインの温度が変動しないのに役立ちます。 素晴らしいプレゼンテーションで、棚、フラットフェイス ステンレススチール ハンドル、ブルー LED ライトが、あなたのワインコレクションをスタイリッシュで便利に見せてくれます。 このプレミアムワイン冷蔵庫は、赤と白ワインを最適な温度に保つために特別に設計された、2つの独立したデジタル制御ゾーンを備えています。 上部と下部のゾーンは独立して制御され、それぞれ温度範囲は40 – 65 °Fです。 ステンレス鋼のトリムされた木製棚は、ボトルを交互に動かして置くことができ、底部のディスプレイラックでユニークなファッションでお気に入りのボトルをさらに見せることができます。 また、 ゴムブラシでワインの振動を和らげ、時間の経過とともに風味に悪影響を及ぼし、 クーラーによる騒音を軽減し、 ワインと耳の両方にソフトにします。 さらに、このワインクーラーは、内蔵または自立ユニットとして使用することができるので、複数の用途に最適です。 アマチュアでもプロのコレクターにも最適です。 このワインクーラーは、ワインセラーやキッチンなどコレクションを保存する場所に最適です。 24インチ幅: 24インチ幅は、ミッドサイズのアンダーカウンタースペースに完璧にフィットします。 このワインクーラーは標準サイズのボルドーボトルに合うよう設計されています。,https://https://www.amazon.co.jp/dp/B0815VWRWT,"['https://m.media-amazon.com/images/I/41xFkWZYDuL.jpg', 'https://m.media-amazon.com/images/I/11hynDv8uwL.jpg', 'https://m.media-amazon.com/images/I/312PY0cuWsL.jpg', 'https://m.media-amazon.com/images/I/41WS+POcdLL.jpg', 'https://m.media-amazon.com/images/I/41ADVfpuluL.jpg', 'https://m.media-amazon.com/images/I/41BjBjSgGJL.jpg', 'https://m.media-amazon.com/images/I/41XKS3pc8kL.jpg', 'https://m.media-amazon.com/images/I/416zd3iEm6L.jpg', 'https://m.media-amazon.com/images/I/41W-DRjP9TL.jpg']"
157,B0762QL24V,コロナ ソフトパネル （3畳用）　UP-32X（B）,65680.0,コロナ ソフトパネル （3畳用）　UP-32X（B）,https://https://www.amazon.co.jp/dp/B0762QL24V,['https://m.media-amazon.com/images/I/41qQ+kpaQSL.jpg']
158,B01D2J6CO8,シャンブレアプレミアム160 PROF200-L (左ヒンジ) 6016L,767800.0,●ドイツが誇る最上級のワインセラー。●精密な温度管理はNo.1.抜群の精度を誇る温度センサーがわずかな温度変化も察知。ハイクラスのワインセラーならではの様々な機能が大切なワインを守ります。●抜群の省エネ性。国内セラーで唯一、厳しいEUのエコ基準でAランクを取得。消費電力は従来のモデルに比べて半分以下になりました。●丈夫なステンレス製ラック。ステンレス製ラックは、木製のラックより上部でたわみにくく、湿度の高いセラーにおいてカビやバクテリアの発生のリスクも抑えます。●インテリアに調和するデザイン。ヘアラインが美しいマットな質感のステンレスのシャンブレア　プレミアムセラーは、さまざまな照明や、壁紙、家具の色調など、場所を選ばず、どんなインテリアにも馴染みます。,https://https://www.amazon.co.jp/dp/B01D2J6CO8,"['https://m.media-amazon.com/images/I/417Ry4MNnxL.jpg', 'https://m.media-amazon.com/images/I/51xjmNHCZEL.jpg', 'https://m.media-amazon.com/images/I/41t3owlTCTL.jpg']"
159,B005V8E7A0,フォルスタージャパン ロングフレッシュ 140シリーズ用 傾斜ラック,4400.0,,https://https://www.amazon.co.jp/dp/B005V8E7A0,['https://m.media-amazon.com/images/I/41R4bmaxXRL.jpg']
160,B0042J3TEE,フォルスターforster ワインセラー 70本収容 ST-SV270G（M）マットグレー,-1.0,商品の説明      ワイン収納本数:36本(レギュラーボトル収納時) 電源:100V 50/60Hz 電動機の定格消費電力:143/143W(ドアヒーターON時 温度調節: 6℃~19℃ 質量: 80kg 異常温度警報:LED点滅及びブザー(高温時)      ご注意（免責）＞必ずお読みください      メーカーからのお取り寄せのため当方で在庫確認にお時間がかかってしまいます。在庫ありと記載があってもメーカー欠品の場合がございます。,https://https://www.amazon.co.jp/dp/B0042J3TEE,['https://m.media-amazon.com/images/I/31GYEGXe5iL.jpg']
161,B0762SG9PY,ワインセラー ファンビーノ12 コンプレッサー式 スリム設計 最大12本収納 SW-12A,54900.0,●冷却能力の高い「ハイパワーコンプレッサー」を搭載。●スリム設計で省スペースに設置可能。●シンプル操作の温度設定。●ワインが取り出しやすい木製スライドラック。●ワインが美しく見える全面UVカット二重ガラス扉。●セラー内壁にオリジナルエンボス加工を施し庫内の水分を逃さずキャッチします。●棚をはずして縦置きも可能。飲みかけのワインに栓をしたまま保管もできます。,https://https://www.amazon.co.jp/dp/B0762SG9PY,"['https://m.media-amazon.com/images/I/41M99tUPZNL.jpg', 'https://m.media-amazon.com/images/I/51V5dyQ6otL.jpg', 'https://m.media-amazon.com/images/I/31lXfij1ZSL.jpg', 'https://m.media-amazon.com/images/I/41AA3TxFpeL.jpg']"
162,B07K69QGZB,(ヴィノルンゴ) シリコンキャップ(2個）とDURALEX製トレーセット,699.0,無口なソムリエ 抗酸化セラーサーバー ヴィノルンゴ用 シリコンキャップ2個とDURALEX製トレー1個のセット。　糖分の多い飲料はコバエやアリの好物です。　注ぎ口内部への虫など異物の混入を防ぐためキャップは必需品です。　外したキャップの紛失は非常に多いため、専用のトレーを装置の天井に置き、取り外したキャップを保管されることをお勧めします。,https://https://www.amazon.co.jp/dp/B07K69QGZB,"['https://m.media-amazon.com/images/I/41mrylq-pXL.jpg', 'https://m.media-amazon.com/images/I/31NSsf0bzCL.jpg', 'https://m.media-amazon.com/images/I/31pgYbpDuyL.jpg', 'https://m.media-amazon.com/images/I/316Il816kLL.jpg', 'https://m.media-amazon.com/images/I/315wMBYD8XL.jpg', 'https://m.media-amazon.com/images/I/41KQAlu1CVL.jpg']"
163,B00CQ1O3NG,Whynter ワインセラー ボトル20本収納可能 ミラーガラスドア [並行輸入],64800.0,WC-201TDの特長：このワインセラーはオフィスや家庭のあらゆる生活環境に良い雰囲気を出してくれます。振動のない熱電冷却を備え２０本ものワインボトルを収納することができます。ドアガラスには特別な加工が施されておりワインボトルを紫外線から守ってくれます。,https://https://www.amazon.co.jp/dp/B00CQ1O3NG,"['https://m.media-amazon.com/images/I/31acQapYw1L.jpg', 'https://m.media-amazon.com/images/I/51UuDWf3iZL.jpg', 'https://m.media-amazon.com/images/I/31hwW8fJPFL.jpg', 'https://m.media-amazon.com/images/I/31ZuD+4zaoL.jpg', 'https://m.media-amazon.com/images/I/31F1KejCIML.jpg', 'https://m.media-amazon.com/images/I/31+UUj8GPuL.jpg', 'https://m.media-amazon.com/images/I/61BVu1LsT2L.jpg', 'https://m.media-amazon.com/images/I/51fWo4zfBRL.jpg', 'https://m.media-amazon.com/images/I/415Jv6uPTYL.jpg']"
164,B077TPK1SC,ネスター 業務用電子レンジ ERN-18TM-2 上コンパネ 200Vマイコンタイプ,153630.0,●サイズ：幅420×奥行535×高さ335mm●質量：20kg●庫内有効寸法：約 幅330×奥行330×高さ170（mm）●庫内容量：18.5L●電源定格：単相200V（50/60Hz共用）●電源プラグ：3極　20A　250V　L型●電源コンセント側の工事が必要です。●カンタン操作で「素早く」「美味しく」●マイクロ波を上下から同時に照射し、しかもメーカー独自の新形状アンテナを庫内上下で回転させよりきめ細かい加熱状態を実現し、加熱ムラを最小限に抑えます。●200V VFインバーターで1800Wの高出力をキープし、おいしさやスピードはいつも一定です。●電気使用がピークになる混雑時や仕込み時などに、電源電圧の変動を検知して入力を補正します。●複数機同時に使用しても一定の出力で加熱するので、いつも同じ仕上り、加熱時間をキープできます。●インバーターの採用と機械部構造の見直しにより、軽量化を実現しました。●1台あたり20kgと軽量・コンパクトなので、お店のレイアウト変えやお手入れ時などちょっとした移動がスムーズです。●2段積みができるので作業効率も向上し、位置ずれ防止ストッパーも標準装備しているので安心です。●インバーター制御により、入力2800W に対し1800W の高効率化を実現しました。●無駄な電流を抑えた効率の良い省エネ運転で、年間の電気代がたっぷり節約できます。●インバーターの採用と、機械部構造の見直しにより、従来約55dBにもなるレンジ使用時の運転音が約48dB とグンと静かになりました。●接客業務に集中できる快適な作業環境に変わります。●汚れの付きやすい庫内の上下は特殊耐熱結晶化ガラスを、また扉内側には耐熱強化ガラスを採用しているので、食品カスや油など、付いた汚れはサッと拭くだけで、毎日のお手入れがより簡単に行なえます。●高圧電源：インバーター回路●定格消費電力：2800W●高周波出力/切替：1800W~150W相当/10段階●給電方式/加熱方式：上下給電方式/上下回転アンテナ式●操作部位置：上部操作パネル●庫内下部：固定式フラット棚板（耐熱ガラス）●庫内上部：耐熱ガラス製仕切り板・取り外し可能●表示方式：LCDバックライト表示●メモリーメニュー：3パターン・30メニュー●仕上がり調節キー：2倍・3倍（倍数率変更可能）●ステップ加熱：3ステップ●メンテナンス表示：フィルター●オートパワーオフ：あり●付属品：固定金具（本体取付済）●差し込みプラグは、アース極付きプラグを使用していますので、アース極付きのコンセントの準備が必要です。,https://https://www.amazon.co.jp/dp/B077TPK1SC,"['https://m.media-amazon.com/images/I/41zFO8dOgFL.jpg', 'https://m.media-amazon.com/images/I/41fE3vKkYpL.jpg', 'https://m.media-amazon.com/images/I/41Vmqvj2f1L.jpg', 'https://m.media-amazon.com/images/I/31YaotkWokL.jpg']"
165,B00EK4R9UQ,【ワインセラー】シャンブレア・プレミアム160（右ヒンジ）G6016R,798900.0,【概　要】ドイツ生まれの『シャンブレア』がモデルチェンジ！EU基準Aランク獲得の省エネモデル。 マイスター精神が根付くモノづくりの国、ドイツで生まれたシャンブレア。 ヨーロッパ最大の工業大国らしい精密で堅牢な造りで、ヨーロッパ各地のホテル・レストラン、またワイナリーやワイン愛好者に支持されています。 日本でも、著名なホテル・レストラン等、ワインのプロに多数愛用いただいています。 EUの厳しい省エネECO基準の「Ａ」ランクに対応する優れた省エネ設計。 従来品2.5cm→5cmと厚くなった庫内壁には高密度断熱材を使用し、高い保冷効果により冷却効率がアップ。また、庫内灯も消費電力の少ないLEDタイプへ変更。 従来の商品に比べ、年間消費電力量が半分以下となり、より環境にも優しいワインセラーとなりました。 温度設定・ライト点灯・電源まで、全て前面扉上のボタンで簡単操作。 精密な温度管理システムで、正確かつ安定した温度でワインを保管できます。 庫内が設定温度よりも低下した場合は、ヒーター機能が作動。 また、コルクの乾燥を防ぐために適度な湿度を保ち、ワインをダメージから守ります ボルドータイプのボトルを奥手前に交互に並べると、60本用は1段に8本、160本用は1段に11本収納可能。 ボトルの座りがよく、掃除しやすいワイヤータイプのラックです。 マットなステンレス仕上げのスタイリッシュなセラーは、お店の内装によって印象を変え、しっくりなじみます。シンプルなフォルムは中のワインを際立たせ、ディスプレイ効果も抜群です。また、ドアの右開き・左開きが選べます。,https://https://www.amazon.co.jp/dp/B00EK4R9UQ,"['https://m.media-amazon.com/images/I/31o01nLupPL.jpg', 'https://m.media-amazon.com/images/I/31+AbRwr5-L.jpg', 'https://m.media-amazon.com/images/I/41Ue7Wo+jUL.jpg', 'https://m.media-amazon.com/images/I/419c5RyjmHL.jpg', 'https://m.media-amazon.com/images/I/41AXgiK4TlL.jpg', 'https://m.media-amazon.com/images/I/21yGoZIKvRL.jpg', 'https://m.media-amazon.com/images/I/3136o-8r2uL.jpg', 'https://m.media-amazon.com/images/I/41bcvY4bWtL.jpg']"
